method,budget,dataset,num_success,total_generation_seconds,avg_wall_decode_ms_per_token,avg_search_ms_per_token,avg_score_ms_per_token,avg_topk_ms_per_token,avg_gather_ms_per_token,avg_attention_ms_per_token,peak_gpu_memory_bytes,failed_samples
fier,512,triviaqa,19,71.92015068978071,118.28972152924459,7.628683415949222,4.734439212755349,2.894244203193873,8.975684217526577,4.551088669079993,22054438912,0
full,,gov_report,19,555.1905570477247,69.43503528287324,0.0,0.0,0.0,6.3404214052883,36.028720373205516,21311522816,0
full,,hotpotqa,19,46.1430154517293,79.77063342798175,0.0,0.0,0.0,7.719165394041817,45.01841263473034,20602966016,0
full,,multifieldqa_en,19,48.52292077988386,59.07104511955541,0.0,0.0,0.0,4.923485247400662,27.09347658547897,19801290752,0
full,,narrativeqa,19,259.58497043326497,123.44820934198015,0.0,0.0,0.0,13.278112354873947,83.02108408743143,25153864704,0
full,,qasper,19,39.078652396798134,50.429141176125334,0.0,0.0,0.0,3.649054078183255,19.83070353497823,20967755776,0
full,,triviaqa,19,41.8521984256804,68.83585267381645,0.0,0.0,0.0,6.189790799117059,35.621648531309084,21858779136,0
quest,1024,gov_report,19,829.412455946207,118.30993030434793,24.37604120793829,19.82723086346703,4.548810344471263,7.114317753189385,5.948412741074901,21311389696,0
quest,2048,gov_report,19,927.8371096886694,118.69458986618199,24.448356653504664,19.84396368774709,4.6043929657575715,10.509245569694292,5.676391645662206,21325447168,0
quest,4096,gov_report,19,1013.6528761163354,128.68571383413192,24.59919948489501,19.82975383067986,4.769445654215153,17.51031299005284,8.619358433138522,21360197632,0
quest,512,gov_report,18,709.0401466265321,118.07048949622549,23.895469219228076,19.391066778531595,4.504402440696477,6.3122727445047175,5.270651975011552,21311389696,1
quest,1024,hotpotqa,19,54.51645817235112,122.91179198297885,28.71225468891166,24.138991222046972,4.573263466864694,7.153284827908991,6.485914688308216,20602834944,0
quest,2048,hotpotqa,19,60.51254919171333,124.55412367107951,28.84089675288401,24.143473176844992,4.697423576039019,10.6093868457792,6.240676035341433,20619135488,0
quest,4096,hotpotqa,19,72.62407412007451,132.8712832243917,28.842829656966945,24.07090446616016,4.771925190806781,17.27731603188767,9.022129435304617,20653890048,0
quest,512,hotpotqa,19,50.02611865848303,123.55755210240233,28.695606224490025,24.15860732952576,4.536998894964263,6.404978065518546,5.870367140483104,20602834944,0
quest,1024,multifieldqa_en,19,74.44550319388509,114.43662547955965,20.24594177379943,15.569233715902131,4.676708057897301,7.052742577012397,5.454738645572422,19805122048,0
quest,2048,multifieldqa_en,19,72.89189150556922,113.84714402327637,20.22218688751015,15.579986715853142,4.6422001716570085,10.337099999824899,5.127008417894097,19821473280,0
quest,4096,multifieldqa_en,19,84.39275395870209,122.96639724923243,20.42837719286068,15.56553627893993,4.862840913920746,16.42234679442253,7.593466867855885,19867291136,0
quest,512,multifieldqa_en,19,62.97245978936553,114.70131417080903,20.233778272073142,15.592114240958233,4.641664031114908,6.28869080990701,4.834863500722634,19800980992,0
quest,1024,narrativeqa,19,276.9735248051584,143.06462666956568,45.49024906968943,40.730208537092004,4.760040532597422,7.568682744148003,8.823201378504132,25153741824,0
quest,2048,narrativeqa,19,284.9758435897529,142.98856273536015,45.49054690534936,40.695085616850534,4.795461288498826,10.95791255416244,8.518661548432306,25153741824,0
quest,4096,narrativeqa,19,277.64924839511514,152.77397148237372,45.60114661481323,40.659096565870364,4.94205004894287,17.99879192357318,11.482221311108066,25187909120,0
quest,512,narrativeqa,19,281.37409100681543,142.50593102518386,45.36823974141708,40.69932320980811,4.668916531608964,6.730105509710529,8.16681993889,25153741824,0
quest,1024,qasper,19,68.55219490081072,108.64245327935468,16.043670174186094,11.495821301352999,4.547848872833092,6.918318267334793,4.978685957998127,20967624704,0
quest,2048,qasper,19,68.79559531062841,109.53759305656463,16.101765895943558,11.488992910649383,4.612772985294172,10.363126869457504,4.714812832013952,20984316928,0
quest,4096,qasper,19,73.52513453364372,118.5753546823004,16.23202905902499,11.486860306620342,4.745168752404649,16.62040246635823,7.366420717778622,21019067392,0
quest,512,qasper,19,67.81347524002194,108.5304992310041,15.931729877996283,11.485529671223075,4.446200206773206,6.121313062829607,4.344329994111796,20967624704,0
quest,1024,triviaqa,19,71.95501651614904,118.34706663840304,24.019120174141502,19.40484485437015,4.614275319771351,7.107440184630257,5.949017168476099,21859172352,0
quest,2048,triviaqa,19,72.11948293447495,118.61757061591274,24.05553211688407,19.400632370729,4.654899746155072,10.508776465234789,5.6608623119414245,21871220224,0
quest,4096,triviaqa,19,77.6010166220367,127.63325102308667,24.143666605121997,19.381224540576927,4.762442064545068,17.141555807976005,8.44961015132599,21905970688,0
quest,512,triviaqa,19,72.10766085982323,118.59812641418294,23.989964006101026,19.415276535321027,4.574687470779999,6.345789749861548,5.320948215716175,21859172352,0
